Algorithm,100,1000,10000,100000,150000
Bubble,0.0,0.09667,13.89406,3962.32751,9837.66779
Heap,0.0,0.004,0.07675,1.05817,1.69038
Insertion,0.0,0.0541,4.58055,734.25628,3678.86747
Merge,0.0,0.0,0.04192,0.53758,0.87967
Quick,0.0,0.0,0.002,0.08474,0.06474
Radix,0.0,0.005,0.03856,0.51101,0.69372
Selection,0.0,0.05269,5.72276,871.37553,1582.73495
